UniProt Accession,Description,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fractions,Occurrences,Highest mean condition,Lowest mean condition,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,Anova p-value <= 0.05,Fold change >= 1.5,Fold change >= 2,Tissue,Ome,Species
ADT3_HUMAN,ADP ATP translocase 3 OS Homo sapiens GN SLC25A6 PE 1 SV 4,51,7,218.69,0.054354313,0.070070243,1.44707854,0.533135867,1;3;4;5;6;7;8;9;10;11;12,11,HCM,Control,520.4988973,676.3721721,633.785474,615.6406558,696.6958617,569.0489416,708.9637049,1015.475647,896.1033748,617.243836,567.3723591,732.667083,2050.999598,800.4645547,896.2582933,645.5459202,916.868908,,,,HEART,PROT,HUMAN
ACTS_HUMAN,Actin alpha skeletal muscle OS Homo sapiens GN ACTA1 PE 1 SV 1,146,7,531.74,0.054356016,0.070070243,1.41334157,0.533129396,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,2462.677716,3920.213984,2667.500205,2618.111826,2837.989987,3140.506233,3503.542005,4645.200862,5947.469537,2790.765758,2440.158845,2959.78591,5185.710035,3333.228942,5576.261308,3138.783347,6204.697506,,,,HEART,PROT,HUMAN
SIT1_HUMAN,Signaling threshold regulating transmembrane adapter 1 OS Homo sapiens GN SIT1 PE 1 SV 1,1,1,6.56,0.05960676,0.075407186,6.07675840,0.513977971,8,1,HCM,Control,1.518635374,25.85757419,0.781932654,8.299051787,3.767990976,3.877403961,57.21452984,42.79448684,107.3855729,3.696620632,10.89329191,38.48473399,154.8568537,15.56665627,0,8.249898097,52.1921156,,x,x,HEART,PROT,HUMAN
TPRKB_HUMAN,TP53RK binding protein OS Homo sapiens GN TPRKB PE 1 SV 1,1,1,5.19,0.062023732,0.077980492,1.69328162,0.505663202,6,1,HCM,Control,88.55716473,113.8799709,81.76822735,78.01598606,101.2877305,52.69925007,156.8822749,216.6135193,243.8598643,62.20505095,82.63853211,219.7857042,155.2437056,71.02267617,115.6857132,82.06540043,196.4886961,,x,,HEART,PROT,HUMAN
HINT2_HUMAN,Histidine triad nucleotide binding protein 2 mitochondrial OS Homo sapiens GN HINT2 PE 1 SV 1,3,3,13.67,0.063725832,0.078866325,1.22316331,0.499981391,5;9,2,HCM,Control,344.5470641,304.4290903,399.9947825,326.8786673,300.558805,141.5584739,383.0519434,394.3940234,265.9381559,414.321503,364.1661374,321.2156118,410.819589,357.2600384,415.916817,392.685873,356.9593451,,,,HEART,PROT,HUMAN
KAPCA_HUMAN,cAMP dependent protein kinase catalytic subunit alpha OS Homo sapiens GN PRKACA PE 1 SV 2,1,1,7.57,0.063889936,0.078866325,1.19628512,0.499440892,10,1,HCM,Control,513.5723243,600.4732975,640.5049173,721.2609976,573.4189035,522.6741733,556.5933976,718.0276022,557.9811314,807.0772441,575.478655,742.7075077,694.7532021,772.0778158,1046.062063,676.1628758,686.9417951,,,,HEART,PROT,HUMAN
CJ118_HUMAN,Uncharacterized protein C10orf118 OS Homo sapiens GN C10orf118 PE 2 SV 2,2,1,11.03,0.066099366,0.081102138,1.79246239,0.492284546,2,1,HCM,Control,95.94512408,208.4480628,145.2832587,92.91620753,137.6321315,72.54452783,261.3549585,305.3351788,353.4599419,79.91417661,86.36146293,295.4297348,293.6384625,138.1054698,339.1178867,107.0743508,213.9446276,,x,,HEART,PROT,HUMAN
GSTM3_HUMAN,Glutathione S transferase Mu 3 OS Homo sapiens GN GSTM3 PE 1 SV 3,4,1,20.56,0.066908608,0.081603468,1.72679839,0.489718121,7;8;9,3,HCM,Control,112.0263115,71.51072206,94.98612428,115.9779821,111.2109228,71.07887763,150.3018389,157.7149735,130.615058,289.3240295,154.0305502,152.4810683,160.5987439,115.4081459,288.5979947,188.9117006,38.0189512,,x,,HEART,PROT,HUMAN
TBB4A_HUMAN,Tubulin beta 4A chain OS Homo sapiens GN TUBB4A PE 1 SV 2,16,3,98.01,0.068357814,0.082582493,1.56103188,0.485192699,8;9;10;11,4,HCM,Control,395.2264354,223.2838565,523.8370408,216.0019578,391.2616557,524.8685954,286.0166601,455.9421066,530.2913032,476.6693428,543.5383495,672.3978283,491.0101639,1035.086752,1113.170427,620.7706333,284.4207348,,x,,HEART,PROT,HUMAN
IGHG4_HUMAN,Ig gamma 4 chain C region OS Homo sapiens GN IGHG4 PE 1 SV 1,38,4,207.71,0.071445861,0.085098922,1.20702638,0.475838918,4;5;6;7;8;9;10;11,8,HCM,Control,666.4877974,972.7811962,717.1609265,801.3277283,805.1193559,950.184341,883.2754314,977.3287659,1003.051687,883.7678764,1188.168676,757.0540805,887.1004383,1037.437884,1355.135787,1192.815374,706.8875199,,,,HEART,PROT,HUMAN
HBB_HUMAN;HBG1_HUMAN,Hemoglobin subunit beta OS Homo sapiens GN HBB PE 1 SV 2,102,34,334.14,0.075884537,0.088827437,1.36373068,0.463036267,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,27020.18208,25277.98151,62957.39102,18187.67126,26646.06321,30103.56084,27675.79287,42048.65725,36799.52431,26524.72124,32219.62581,35226.2951,51787.74915,51432.04113,80184.52824,44250.25591,47365.819,,,,HEART,PROT,HUMAN
UBB_HUMAN;RL40_HUMAN;RS27A_HUMAN;UBC_HUMAN,Polyubiquitin B OS Homo sapiens GN UBB PE 1 SV 1,24,17,134.8,0.077207203,0.089348702,1.08226233,0.459358023,1;3;4;5;6;7;10,7,HCM,Control,5611.684493,5601.528019,5944.068929,4962.209102,5525.09022,5367.868227,6018.99109,6181.18095,6695.600709,5979.337629,4849.817871,6032.669044,6238.854976,5565.276755,6214.065335,5419.433836,6306.343114,,,,HEART,PROT,HUMAN
SODE_HUMAN,Extracellular superoxide dismutase Cu Zn OS Homo sapiens GN SOD3 PE 1 SV 2,1,1,6.57,0.080441459,0.092565631,1.27792211,0.450611001,10,1,HCM,Control,47.31162576,61.93848508,48.48309884,51.9019506,66.80212438,41.90545314,76.56292716,56.42605711,69.75459144,47.55631727,52.20627069,54.98066586,86.94641579,70.92173868,61.82233561,53.47260875,115.1816463,,,,HEART,PROT,HUMAN
RBM25_HUMAN,RNA binding protein 25 OS Homo sapiens GN RBM25 PE 1 SV 3,15,3,109.35,0.081357337,0.092692415,1.27201061,0.448195297,1;2;3,3,HCM,Control,266.3617526,485.9104344,346.6035353,247.1609061,266.7260085,220.2005959,450.4448236,506.8442552,328.9595691,305.7227785,328.8747796,454.1319811,325.9403011,314.7199138,583.0217162,413.8845533,261.9612529,,,,HEART,PROT,HUMAN
C1QBP_HUMAN,Complement component 1 Q subcomponent binding protein mitochondrial OS Homo sapiens GN C1QBP PE 1 S,6,5,45.76,0.090906785,0.100926573,1.25372986,0.424473567,3;4;5,3,HCM,Control,2535.955921,1956.031173,2742.729814,2464.586455,2422.391189,3074.569889,2655.533428,2918.901518,2584.109834,3613.757162,3474.047884,3257.599495,2366.679864,3483.909452,2256.716491,2791.192174,5526.238465,,,,HEART,PROT,HUMAN
SCOT1_HUMAN,Succinyl CoA 3 ketoacid coenzyme A transferase 1 mitochondrial OS Homo sapiens GN OXCT1 PE 1 SV 1,23,18,150.59,0.091175941,0.100926573,1.21422501,0.423841012,3;4;5;6;7;8;9;10,8,HCM,Control,6095.136216,4186.794732,3686.89376,4752.878812,3927.403827,5074.447735,4355.524255,7115.357977,4075.238774,7776.885849,5337.045942,4198.113124,5856.602723,4886.920042,6451.764449,6111.122429,5550.253453,,,,HEART,PROT,HUMAN
PPIA_HUMAN;PAL4A_HUMAN;PAL4G_HUMAN,Peptidyl prolyl cis trans isomerase A OS Homo sapiens GN PPIA PE 1 SV 2,23,18,139.36,0.092365575,0.101690763,1.10653266,0.421067207,1;2;3;4;5;6;7;8;9;10,10,HCM,Control,3375.242387,3776.664858,4081.014341,4256.724205,3645.290054,3721.730505,4730.05362,4433.368814,3578.560418,4696.989969,3555.355987,3971.914739,3802.019892,4005.51354,5012.896667,4020.787838,4560.559542,,,,HEART,PROT,HUMAN
ACOT2_HUMAN,Acyl coenzyme A thioesterase 2 mitochondrial OS Homo sapiens GN ACOT2 PE 1 SV 6,24,3,133.81,0.093361739,0.102234878,1.19306536,0.418771695,1;2;4;5;6;9;10,7,HCM,Control,343.1882004,291.0166128,321.1254371,329.166756,275.3743601,371.2691804,452.9737118,396.9655769,433.1743349,357.7451744,404.5927377,247.0955052,470.86985,307.5690704,380.0370452,305.3580036,467.5766376,,,,HEART,PROT,HUMAN
HBA_HUMAN;HBAZ_HUMAN,Hemoglobin subunit alpha OS Homo sapiens GN HBA1 PE 1 SV 2,56,47,208.08,0.098067882,0.105930001,1.36910285,0.408248133,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,24306.85875,29133.30291,64155.94039,16336.04008,26004.50744,26896.31093,32980.84102,38260.47135,35596.49227,22084.29239,31591.74745,41166.72509,55856.72227,44006.4238,89653.66292,40462.54999,37294.89156,,,,HEART,PROT,HUMAN
HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS Homo sapiens GN HSPA8 PE 1 SV 1,81,37,391.18,0.098533571,0.105930001,1.11724704,0.407234534,1;2;3;4;5;6;7;8;9;10,10,HCM,Control,13346.46334,12756.02994,11840.27336,13614.26586,12037.05224,12851.41665,15508.87551,13999.18985,11110.38784,13754.60708,11613.25843,14460.42534,13565.15923,13949.70592,17633.05591,14210.2409,16777.36271,,,,HEART,PROT,HUMAN
ACADM_HUMAN,Medium chain specific acyl CoA dehydrogenase mitochondrial OS Homo sapiens GN ACADM PE 1 SV 1,40,27,203.65,0.098985843,0.105930001,1.12865826,0.406254759,1;2;3;4;5;6;7;8;9;10,10,HCM,Control,12428.7778,10544.09294,12021.05761,10401.76155,10411.56621,13069.89726,10238.92882,10988.34198,11888.7933,15213.73639,13296.02023,10992.92344,11971.95097,14159.02148,13934.43651,15291.20729,14545.71409,,,,HEART,PROT,HUMAN
3HIDH_HUMAN,3 hydroxyisobutyrate dehydrogenase mitochondrial OS Homo sapiens GN HIBADH PE 1 SV 2,8,6,49.21,0.099856677,0.105930001,1.19751644,0.404380923,1;3;5;10,4,HCM,Control,2581.420413,2882.491129,3065.42241,2839.327306,1930.201129,3182.759056,3022.110415,3032.979143,2456.635424,3517.499087,3222.828044,3231.823993,2561.222416,3700.659331,4983.899436,2693.342508,3761.523278,,,,HEART,PROT,HUMAN
PSA2_HUMAN,Proteasome subunit alpha type 2 OS Homo sapiens GN PSMA2 PE 1 SV 2,1,1,6.73,0.100649577,0.106192744,1.37828441,0.402689132,9,1,HCM,Control,12.72643026,43.98684659,33.60550794,50.07726484,45.08039734,41.92237855,30.70598722,62.66036121,30.80955191,43.22865265,51.30983032,66.66949591,48.33613221,80.30925474,34.85807558,54.28204015,71.43442206,,,,HEART,PROT,HUMAN
S10A1_HUMAN,Protein S100 A1 OS Homo sapiens GN S100A1 PE 1 SV 2,10,9,28.16,0.10114711,0.106192744,1.14210936,0.401634453,4;5;6;7;8,5,HCM,Control,3556.936416,2917.062229,2219.537753,3038.480502,3776.743712,3513.286598,3746.281117,3921.213996,3077.181604,4413.131781,3490.449343,3482.377126,3186.80126,2868.815674,4057.018821,3409.556131,4176.813091,,,,HEART,PROT,HUMAN
CB069_HUMAN,UPF0565 protein C2orf69 OS Homo sapiens GN C2orf69 PE 2 SV 1,1,1,12.7,0.105823658,0.11053282,1.16155899,0.391972062,10,1,HCM,Control,3057.287913,2911.284173,2645.733208,4013.263627,2512.232827,3374.433166,2791.479308,3591.990691,3485.428159,4364.516273,2939.248277,3046.513318,3520.757501,4481.39733,4285.456806,3938.288713,2981.44622,,,,HEART,PROT,HUMAN
MYH4_HUMAN,Myosin 4 OS Homo sapiens GN MYH4 PE 1 SV 2,120,11,497.68,0.116952771,0.11910325,1.12184345,0.370645584,1;2;3;4;5;6;7;8,8,HCM,Control,2224.128046,2621.191035,2586.805844,2384.963948,2206.15718,2231.220141,2657.602696,2380.249564,3552.036908,2715.995227,2333.65971,2051.589591,3072.88122,2419.1999,2653.669451,2816.107403,2664.35405,,,,HEART,PROT,HUMAN
PGM1_HUMAN,Phosphoglucomutase 1 OS Homo sapiens GN PGM1 PE 1 SV 3,37,30,215.6,0.120295888,0.121294891,1.11226571,0.3646529,1;2;3;4;5;6;7;8;9;10;11,11,HCM,Control,7240.632096,6145.285211,6671.707559,8310.860629,6165.070631,7460.664691,7587.350473,7378.239066,6921.855864,8848.223737,7064.173313,7327.647867,7584.803695,7806.27556,10423.13659,8148.33015,6542.638534,,,,HEART,PROT,HUMAN
CASQ2_HUMAN,Calsequestrin 2 OS Homo sapiens GN CASQ2 PE 1 SV 2,1,1,7.97,0.121502633,0.121691463,1.29936991,0.362533016,1;3;4;5;6,5,HCM,Control,381.2496678,395.153151,185.4925212,210.4027105,512.348584,257.7047544,348.8633052,520.9742246,478.2764192,390.3503698,273.8612161,467.8234372,607.5483183,345.3780612,372.1207214,227.9167271,593.9142622,,,,HEART,PROT,HUMAN
HSPB1_HUMAN,Heat shock protein beta 1 OS Homo sapiens GN HSPB1 PE 1 SV 2,48,32,215.88,0.124132,0.123331208,1.17535432,0.357990591,1;2;3;4;5;6;7;8;9;10;11,11,HCM,Control,31731.04776,33759.05517,29288.52345,37837.42629,23726.00326,30825.97472,36820.14001,33911.62326,34244.63426,34726.03038,25656.36144,34795.77623,42834.49648,29770.62992,47069.10527,32489.98311,50993.93418,,,,HEART,PROT,HUMAN
PYGB_HUMAN;PYGL_HUMAN,Glycogen phosphorylase brain form OS Homo sapiens GN PYGB PE 1 SV 5,47,36,299.74,0.128412646,0.126764058,1.14391618,0.350811425,1;4;5;6;7;8;10,7,HCM,Control,13758.79536,13155.29586,13075.25459,13734.4006,11340.66131,15695.1961,13888.04356,14054.49334,13319.68027,13708.85661,14035.44819,13424.10767,14092.19839,15211.95087,15904.87954,18325.82202,23401.91789,,,,HEART,PROT,HUMAN
PRDX3_HUMAN,Thioredoxin dependent peroxide reductase mitochondrial OS Homo sapiens GN PRDX3 PE 1 SV 3,24,20,137.57,0.128831892,0.126764058,1.16169191,0.350122183,1;3;4;5;6;7;8;9;10,9,HCM,Control,7822.152826,6742.404392,7104.128743,7420.23065,6402.037662,7977.854864,9617.731907,8767.425828,6165.715473,9150.607438,8287.217827,6847.299529,6905.602225,7508.548984,12536.22076,8671.69665,8120.433929,,,,HEART,PROT,HUMAN
CQ064_HUMAN,Uncharacterized protein C17orf64 OS Homo sapiens GN C17orf64 PE 2 SV 2,1,1,13.14,0.13170934,0.127754416,2.42272669,0.345456126,4,1,HCM,Control,250.4074838,844.6729817,863.5917316,277.4613338,406.9288261,297.6390384,1741.751528,1961.133988,1063.260942,244.9159917,202.348236,1291.123032,1312.136689,393.6724379,3412.265628,314.9103407,1124.093398,,x,x,HEART,PROT,HUMAN
TNNT2_HUMAN,Troponin T cardiac muscle OS Homo sapiens GN TNNT2 PE 1 SV 3,40,28,134.33,0.131720122,0.127754416,1.48174717,0.345438851,1;2;3;4;5;6;7;10,8,HCM,Control,7004.320921,11915.64787,10644.83049,8032.396374,8469.863079,6439.520608,15768.77048,21030.89116,12913.36849,6153.708483,6700.513996,14765.9336,14547.34984,8078.54876,24643.88281,8824.5098,9208.561079,,,,HEART,PROT,HUMAN
IGHG1_HUMAN,Ig gamma 1 chain C region OS Homo sapiens GN IGHG1 PE 1 SV 1,54,23,274.11,0.136730577,0.130746218,1.51083881,0.337573138,1;3;4;5;6;7;8;9;10;11;12,11,HCM,Control,11257.24968,12500.73176,12686.17721,12725.9323,8273.322161,15130.21497,15051.16696,10241.33491,12799.20523,15279.67615,20880.13872,16357.70625,9043.60932,21785.13447,21550.94588,10745.14968,47285.53118,,x,,HEART,PROT,HUMAN
HBE_HUMAN,Hemoglobin subunit epsilon OS Homo sapiens GN HBE1 PE 1 SV 2,14,2,65.25,0.141877712,0.133167282,1.44452817,0.329815193,1;2;4;6;7;8;9;10;11;12,10,HCM,Control,116.0022753,147.5158847,130.4973633,72.08690331,97.84287695,83.63467613,168.479009,195.6583386,191.8809973,86.41042671,73.09963802,175.8123072,166.0164496,97.22411831,330.5007937,108.2111994,121.6938524,,,,HEART,PROT,HUMAN
PDE4C_HUMAN,cAMP specific 3 5 cyclic phosphodiesterase 4C OS Homo sapiens GN PDE4C PE 1 SV 2,1,1,5.6,0.145477251,0.134869678,47.80026910,0.324572467,2,1,HCM,Control,0,0.220503237,0,0,0,0,2.164083791,0,0,0,0,0.498273035,0.76001334,1.039084937,0,14.28504611,0.577041235,,x,x,HEART,PROT,HUMAN
MYH6_HUMAN,Myosin 6 OS Homo sapiens GN MYH6 PE 1 SV 5,363,40,1651.98,0.146510772,0.134869678,1.14711093,0.323093766,1;2;3;4;5;6;7;8;9;10,10,HCM,Control,10433.47717,12471.23023,13271.3397,9986.669993,13098.99957,11720.696,14466.46984,16481.98633,18051.06624,11393.41119,9279.174936,13927.0635,14682.54176,11393.46485,13263.97449,12900.94881,13438.51731,,,,HEART,PROT,HUMAN
ACTA_HUMAN,Actin aortic smooth muscle OS Homo sapiens GN ACTA2 PE 1 SV 1,148,3,544.2,0.147002324,0.134869678,1.44124081,0.322394559,1;2;3;4;5;6;7;8;9;10;11,11,HCM,Control,2115.649041,1565.146719,3650.371935,3341.230398,3264.047373,3908.353076,4286.325401,3384.214189,3732.581886,3060.51782,3543.8644,3894.256203,2967.930242,4543.221973,3034.097691,2509.174603,12194.67726,,,,HEART,PROT,HUMAN
MYH7_HUMAN,Myosin 7 OS Homo sapiens GN MYH7 PE 1 SV 5,562,200,2502.78,0.149614303,0.135788836,1.30155232,0.318722492,1;2;3;4;5;6;7;8;9;10;11,11,HCM,Control,70748.89683,102500.4772,95087.55124,71335.81582,81103.2024,75297.27966,127414.9252,132116.8223,162178.2964,77030.78238,66875.86648,116014.8688,163437.4394,68758.64387,110143.922,72234.62264,87513.44503,,,,HEART,PROT,HUMAN
ISOC1_HUMAN,Isochorismatase domain containing protein 1 OS Homo sapiens GN ISOC1 PE 1 SV 3,3,3,13.53,0.151337595,0.135788836,1.22841338,0.316338933,8;9,2,HCM,Control,561.5745453,342.3303654,211.825163,666.0676959,587.6033483,511.6089148,862.1854467,618.625305,450.698036,503.3426382,480.828979,610.1140935,622.8121994,532.2665862,868.632476,538.9404782,399.851084,,,,HEART,PROT,HUMAN
ADT4_HUMAN,ADP ATP translocase 4 OS Homo sapiens GN SLC25A31 PE 1 SV 1,28,6,127.69,0.154430378,0.137956124,1.08760811,0.312136861,1;3;4;5;9;10;11;12,8,HCM,Control,364.0776156,371.2979998,444.413656,407.4733339,392.5682045,413.3527194,436.6489884,498.9466564,350.2320329,472.3192369,388.9913705,437.6963349,398.5482401,414.2997983,502.9419857,482.3963204,388.8630152,,,,HEART,PROT,HUMAN
KV307_HUMAN;KV302_HUMAN;KV304_HUMAN;KV305_HUMAN,Ig kappa chain V III region GOL OS Homo sapiens PE 1 SV 1,3,2,14.43,0.156575265,0.139261404,1.25276502,0.309278162,5;6,2,HCM,Control,369.2039722,305.8371018,345.014684,379.4478516,276.9546994,380.8158321,437.1749088,331.2345018,398.5883885,326.6304224,445.4215246,358.3796285,356.5015334,447.9508088,458.2748162,294.9705319,869.8882354,,,,HEART,PROT,HUMAN
TRFE_HUMAN,Serotransferrin OS Homo sapiens GN TF PE 1 SV 3,94,66,458.92,0.158256225,0.1401445,1.22436907,0.307068681,1;2;3;4;5;6;7;8;9;10,10,HCM,Control,22705.45371,25277.49558,31507.67678,23203.9348,23122.92849,28169.10782,28992.8078,26969.52645,24442.39317,29648.31803,26176.23326,26442.77785,25025.80266,34507.92222,33982.21047,27254.12759,62207.99631,,,,HEART,PROT,HUMAN
NELFE_HUMAN,Negative elongation factor E OS Homo sapiens GN RDBP PE 1 SV 3,10,3,70.71,0.163107735,0.143195597,1.65575920,0.300838923,1;2,2,HCM,Control,493.2771046,1885.677755,683.929531,430.2692157,478.6573446,541.7982505,1941.956163,1656.077278,1525.867331,475.0304365,419.2999116,1320.076353,1339.387637,576.0360006,2767.386753,405.5975001,1274.60956,,x,,HEART,PROT,HUMAN
ISOC2_HUMAN,Isochorismatase domain containing protein 2 mitochondrial OS Homo sapiens GN ISOC2 PE 1 SV 1,1,1,14.82,0.173060927,0.149994128,1.15559969,0.288700577,10,1,HCM,Control,145.1557013,119.6984115,112.0001919,109.4653037,144.7207261,145.6012725,153.098103,143.9658723,111.2869315,223.601843,129.1823762,166.2288583,154.9201933,162.564827,148.0769311,105.1985413,147.2679924,,,,HEART,PROT,HUMAN
TPM1_HUMAN,Tropomyosin alpha 1 chain OS Homo sapiens GN TPM1 PE 1 SV 2,132,44,503.73,0.176153569,0.151928526,1.46719028,0.285093425,1;2;3;4;5;6,6,HCM,Control,17988.5339,40529.38776,29138.38767,17429.45301,18518.76579,19028.53591,44596.94472,54955.62965,34197.44355,16705.96063,16413.17964,34596.90145,38381.53002,19760.36351,70309.71063,18232.66814,35511.05111,,,,HEART,PROT,HUMAN
APOA2_HUMAN,Apolipoprotein A II OS Homo sapiens GN APOA2 PE 1 SV 1,11,8,71.5,0.178319343,0.152603534,1.22041455,0.282611236,1;7;8;9,4,HCM,Control,7064.830109,5360.392137,8975.820693,9184.026026,7512.68586,9641.339733,6990.303613,8986.382998,7383.507415,10333.4581,11485.08059,6713.210445,6933.085424,9185.095089,12363.50504,11125.86423,15313.23065,,,,HEART,PROT,HUMAN
HSPB7_HUMAN,Heat shock protein beta 7 OS Homo sapiens GN HSPB7 PE 1 SV 1,12,6,60.4,0.189687672,0.160311678,1.09553404,0.27014145,4;5;6,3,HCM,Control,2119.723239,2254.10174,1683.099187,2293.885382,2211.109222,2248.427681,2818.654188,2752.586925,1806.39062,2539.39585,2171.492397,2404.311478,2244.880039,2297.373982,2371.283661,2367.626823,1955.316898,,,,HEART,PROT,HUMAN
ACTG_HUMAN,Actin cytoplasmic 2 OS Homo sapiens GN ACTG1 PE 1 SV 1,105,2,370.84,0.195656649,0.163995312,1.45007840,0.263946096,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,1530.5284,1051.722381,1525.815741,2454.106392,1847.696662,2101.926653,2112.19562,2682.601646,1449.73717,4050.268867,2044.093211,2173.870915,1849.469171,3135.449127,953.8148678,1835.997276,5657.871268,,,,HEART,PROT,HUMAN
CRYM_HUMAN,Thiomorpholine carboxylate dehydrogenase OS Homo sapiens GN CRYM PE 1 SV 1,10,10,48.94,0.20031947,0.16439313,1.18259126,0.259263017,5;6;7,3,HCM,Control,1469.646277,1025.439386,1326.945894,1109.345688,1106.872471,1597.322885,1232.611905,1344.378688,1012.088878,1521.886512,1783.83715,1378.301628,1347.452407,2455.246775,1555.412263,1784.563366,1138.783042,,,,HEART,PROT,HUMAN
FABPH_HUMAN,Fatty acid binding protein heart OS Homo sapiens GN FABP3 PE 1 SV 4,76,53,258.65,0.201732595,0.16439313,1.09835282,0.257869827,1;2;3;4;5;6;8;9;10;11;12,11,HCM,Control,51619.69259,54349.3595,50303.52778,46861.48645,41435.40336,50595.00749,51851.01269,62845.10526,49314.24115,52920.34213,50142.65558,54066.46627,53058.9948,51882.92835,73120.86733,54099.02329,41055.38105,,,,HEART,PROT,HUMAN
ENO1_YEAST,Enolase 1 OS Saccharomyces cerevisiae strain ATCC 204508 S288c GN ENO1 PE 1 SV 3,206,174,681.74,0.206951943,0.165299836,1.24577430,0.252825512,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,255828.695,279204.0754,226002.3944,170195.051,158675.2795,222207.289,275291.7486,288606.2036,216873.8326,243233.5597,160405.4737,215492.0335,236555.897,235859.1483,563198.6445,254365.5744,306877.9314,,,,HEART,PROT,HUMAN
PIMT_HUMAN,Protein L isoaspartate D aspartate O methyltransferase OS Homo sapiens GN PCMT1 PE 1 SV 4,2,2,7.54,0.215692491,0.168879382,1.12089084,0.244718864,9,1,HCM,Control,421.3944105,547.5075594,399.9847245,521.8175707,490.3507234,165.1976251,474.882907,485.123832,417.2589086,534.5225572,476.590088,510.0744974,474.9061589,491.9578356,543.7990855,418.829038,404.5190343,,,,HEART,PROT,HUMAN
PTN1_HUMAN,Tyrosine protein phosphatase non receptor type 1 OS Homo sapiens GN PTPN1 PE 1 SV 1,1,1,6.56,0.216408365,0.168879382,1.44461692,0.244072979,8,1,HCM,Control,1350.343596,1169.439072,1722.026358,1913.966277,210.1281313,2424.207148,2499.126215,2556.321889,974.4405462,2857.951243,1564.82031,2063.087617,415.4898618,2211.703331,3539.951614,2502.772545,2094.629376,,,,HEART,PROT,HUMAN
ACTBL_HUMAN,Beta actin like protein 2 OS Homo sapiens GN ACTBL2 PE 1 SV 2,57,11,232.89,0.220301431,0.170610071,1.14702415,0.240606539,1;2;3;4;5;6;7;8;9;10;11,11,HCM,Control,3496.616435,4311.860471,2352.551018,2782.095781,3147.316304,2997.430908,3754.342473,3971.737014,3301.991963,3741.829173,2405.534999,4076.225874,4758.660006,3486.880189,4626.881589,2623.59835,3391.774711,,,,HEART,PROT,HUMAN
MOES_HUMAN;RADI_HUMAN,Moesin OS Homo sapiens GN MSN PE 1 SV 3,5,2,31.63,0.225187407,0.172427113,1.76288915,0.236362948,6;7;8;10,4,HCM,Control,45.09988559,76.00688724,178.0172268,106.9177303,75.25979539,90.67596668,308.8907679,161.3699942,191.9267643,178.3874086,103.4509154,137.5103936,246.2728446,178.592973,208.1288904,120.1944084,13.88498751,,x,,HEART,PROT,HUMAN
