Protein IDs,Protein names,Gene names,TPA_WT1,TPA_WT2,TPA_WT3,TPA_WT4,TPA_ob1,TPA_ob2,TPA_ob3,TPA_ob4,Student's T-test Significant ob_lean,-Log Student's T-test p-value ob_lean,Student's T-test q-value ob_lean,Student's T-test Difference ob_lean,Student's T-test Test statistic ob_lean,Tissue,Ome,Species
A0A0A6YVV3;A0A0A6YWP9;A0A0A6YXY0;Q9CQ79,Thioredoxin domain-containing protein 9,Txndc9,-17.77474213,-19.4865303,-18.5908699,-17.68683434,-20.65316582,-18.86137199,-18.08269501,-17.78622055,,0.243782546,0.710818163,-0.461119175,-0.530925994,LIVER,PROT,MOUSE
A0A0A6YW87;Q9CX13,Protein cornichon homolog 4,Cnih4,-21.13861656,-20.11410522,-20.54010201,-22.13936806,-20.31378937,-21.07274628,-22.78848648,-19.67380905,,0.00871184,0.989339929,0.020840168,0.02307515,LIVER,PROT,MOUSE
A0A0A6YWB0;A0A0A6YVV8;A0A0A6YXE3;G3X9Q0;Q9JKP5;A0A0A6YXP3;A0A0A6YWG1;A0A0A6YXQ4;A0A0A6YXL7;A0A0A6YWJ5;Q3U570;Q3U581,Muscleblind-like protein 1,Mbnl1,-13.83124065,-13.79183674,-13.85639572,-14.0485096,-14.45590973,-14.7235899,-13.61094093,-13.41640186,,0.208939675,0.785937259,-0.169714928,-0.401237787,LIVER,PROT,MOUSE
A0A0A6YWB3;Q3TFK5-2;Q3TFK5,G patch domain-containing protein 4,Gpatch4,-22.00500679,-21.18582344,-21.2332077,-19.53328323,-20.19098854,-20.66961288,-21.26210785,-20.65794373,,0.206830583,0.760889141,0.294167042,0.442517747,LIVER,PROT,MOUSE
A0A0A6YWM5;E9QKE4;Q8BMG7;Q8BMG7-2,Rab3 GTPase-activating protein non-catalytic subunit,Rab3gap2,-16.24290657,-15.70235729,-15.91658878,-16.31322479,-15.9408226,-15.34190655,-15.52524281,-15.50952435,,1.288482696,0.237342282,0.464395285,1.593388014,LIVER,PROT,MOUSE
A0A0A6YWS6;A0A0R4J114;Q8BTT6,Digestive organ expansion factor homolog,Diexf,-22.31809235,-21.2719326,-21.48285294,-20.54828644,-23.46486282,-20.28698921,-21.35007668,-21.28475571,,0.091566089,0.884892382,-0.191380024,-0.222198491,LIVER,PROT,MOUSE
A0A0A6YWU3,,Ighv6-7,-19.15472412,-19.22867966,-19.14208221,-23.84021187,-21.05273056,-20.01801872,-18.42118454,-19.29895782,,0.196374847,0.749162728,0.643701553,0.46218922,LIVER,PROT,MOUSE
A0A0A6YX02;Q9CQ22,Ragulator complex protein LAMTOR1,Lamtor1,-16.91057777,-17.423069,-16.64178085,-16.48365784,-16.12493515,-21.38954163,-16.8126545,-17.26274872,,0.372277713,0.564721851,-1.032698631,-0.791327229,LIVER,PROT,MOUSE
A0A0A6YX18;Q8BVE3;A0A0A6YWP6;A0A0A6YVU0;A0A0A6YW86,V-type proton ATPase subunit H,Atp6v1h,-15.5918684,-15.39570236,-15.47455215,-14.46312237,-15.08453846,-13.91611576,-14.50301075,-15.17910862,,0.695701978,0.39001492,0.560617924,1.142037702,LIVER,PROT,MOUSE
A0A0A6YX25;D3Z4P2;P59481;F6QN75,VIP36-like protein,Lman2l,-18.18255424,-17.58431435,-18.32964325,-18.63547516,-18.9053421,-19.61578178,-19.21824265,-18.90787315,,1.906142717,0.0737031,-0.978813171,-2.592756298,LIVER,PROT,MOUSE
A0A0A6YX96;A2AK70;P48760-5;P48760-4;P48760-2;P48760;P48760-3;A0A0A6YWU6,Folylpolyglutamate synthase. mitochondrial,Fpgs,-22.78850365,-20.63828087,-20.00107002,-17.98124123,-19.62443161,-18.51046562,-19.12196541,-21.41488647,,0.236400676,0.707581281,0.684336662,0.538441693,LIVER,PROT,MOUSE
A0A0A6YY22;Q9WUE3,Cytochrome b561 domain-containing protein 2,Cyb561d2,-19.00514412,-18.64198112,-18.99669075,-19.86765099,-19.11977768,-21.86281776,-20.98885155,-20.71237564,,1.305158336,0.131831325,-1.543088913,-2.117219675,LIVER,PROT,MOUSE
A0A0A6YY53;F6TQW2;P01864,Ig gamma-2A chain C region secreted form,Ighg2c,-14.42411995,-15.19280624,-14.61268044,-14.11480713,-15.7733202,-18.90039253,-17.18489838,-15.23252773,,1.373498854,0.102624113,-2.186681271,-2.299987141,LIVER,PROT,MOUSE
A0A0A6YY67;H7BX08;Q8C1B1;Q8C1B1-2;A0A0A6YXV8,Calmodulin-regulated spectrin-associated protein 2,Camsap2,-19.61800957,-17.03850937,-19.99787521,-19.46484184,-19.76946259,-20.71417809,-20.69073677,-20.48126411,,1.006191087,0.209099237,-1.384101391,-1.711858221,LIVER,PROT,MOUSE
A0A0A6YY75;Q64735-2;Q64735;A0A0A6YVT1;A0A0A6YXN9;A0A0A6YXR6,Complement component receptor 1-like protein,Cr1l,-14.49812794,-14.6328001,-15.27635384,-14.37700748,-14.66217995,-14.10868073,-15.28953743,-15.28670311,,0.155115197,0.834161235,-0.140702963,-0.314363332,LIVER,PROT,MOUSE
A0A0B4J1E2;Q9CSN1,SNW domain-containing protein 1,Snw1,-14.77910137,-14.6207962,-14.21427917,-14.68445015,-14.98110008,-14.64902115,-15.3200779,-15.39356422,,1.283072291,0.226349882,-0.511284113,-1.640937401,LIVER,PROT,MOUSE
A0A0B4J1E4;Q5U431,G-protein coupled receptor 39,Gpr39,-20.42607689,-21.33154297,-19.63262939,-19.54795074,-19.94431877,-19.65910339,-20.27299118,-21.16296196,,0.016205939,0.980613189,-0.025293827,-0.040253356,LIVER,PROT,MOUSE
A0A0B4J1E7;O35343,Importin subunit alpha-3,Kpna4,-14.84945393,-14.69770718,-14.57727528,-15.47478199,-14.62979031,-15.57886696,-14.75552082,-14.81228256,,0.053112102,0.944649731,-0.04431057,-0.112648824,LIVER,PROT,MOUSE
A0A0B4J1G0,,Fcgr4,-19.09523201,-19.39684868,-19.42931938,-19.69303894,-19.54848099,-18.26413918,-19.50043869,-19.72441292,,0.154861312,0.833489442,0.14424181,0.315737817,LIVER,PROT,MOUSE
A0A0B4J1G1;P08101-2;E9Q415;A0A0B4J1E6;P08101-3;P08101;P08508;E9PUV2;A0A0B4J1M6,Low affinity immunoglobulin gamma Fc region receptor II,Fcgr2b;Fcgr2,-15.26511288,-15.16871452,-14.93689823,-14.25391674,-14.9855442,-15.35958195,-14.81985664,-15.45282269,,0.39957649,0.637426143,-0.248290777,-0.665281383,LIVER,PROT,MOUSE
A0A0B4J1H8;A0A0B4J1H7,,Igkv1-133;Igkv1-135,-19.99526024,-20.57195091,-20.78073311,-17.86400986,-18.19652367,-19.24495506,-21.10612106,-20.82854462,,0.014500304,0.981600571,-0.041047573,-0.038851614,LIVER,PROT,MOUSE
A0A0D2X7Z2;Q9CY45,Protein-lysine N-methyltransferase N6amt2,N6amt2,-18.71355057,-18.74534035,-18.62524223,-16.61514282,-17.10766411,-17.99080467,-22.04696655,-19.15025902,,0.318513665,0.619685128,-0.899104595,-0.694307365,LIVER,PROT,MOUSE
A0A0F6AIX5;Q8BVA5;A0A1W2P7C8;A0A1W2P7T7;A0A1W2P820;Q8BVA5-3;A0A1W2P6H0;A0A1W2P6L7;Q8BVA5-4;A0A1W2P818;A0A1W2P6J8,UPF0554 protein C2orf43 homolog,,-13.94089317,-14.1118927,-14.05548382,-14.19999695,-13.76508045,-13.82534981,-13.53406334,-13.91120911,,1.769060323,0.232793123,0.318140984,1.612719675,LIVER,PROT,MOUSE
A0A0G2JDF7;Q3UN04,Ubiquitin carboxyl-terminal hydrolase 30,Usp30,-20.19814873,-21.03174973,-21.06611443,-17.56053162,-18.32585526,-18.97810173,-17.02699661,-18.23136902,,1.022653629,0.194829474,1.82355547,1.786727901,LIVER,PROT,MOUSE
A0A0G2JDH8;D3YXZ7;Q8R1T4,UDP-N-acetylglucosamine transporter,Slc35a3,-15.84357166,-15.73782063,-15.24835491,-17.55356216,-15.84488678,-16.36824036,-14.56765461,-17.11193085,,0.059022523,0.925420201,0.122649193,0.146914299,LIVER,PROT,MOUSE
A0A0G2JDL3;P49615,Cyclin-dependent-like kinase 5,Cdk5,-16.44745636,-17.03306198,-16.58813286,-17.6495266,-16.28229713,-16.7293129,-16.75395012,-15.8970623,,0.744404556,0.3777289,0.513888836,1.171062997,LIVER,PROT,MOUSE
A0A0G2JDV8;Q9DAW9;A0A0G2JFI6;A0A0G2JFC8;A0A0G2JFG3;A0A1L1SRL1;A0A1L1SUB2;A0A1L1SRV0;Q08091-2;Q08091,Calponin-3,Cnn3,-12.96002483,-13.03283978,-13.09597301,-13.68148232,-13.56313229,-13.82513428,-13.23268318,-12.80072021,,0.238973661,0.766132532,-0.162837505,-0.433012882,LIVER,PROT,MOUSE
A0A0G2JDW7;Q6ZWU9;A0A0G2JG29;A0A0G2JEX7,40S ribosomal protein S27,Rps27,-13.96429634,-13.9454689,-14.18857861,-15.01047993,-13.92598248,-14.64489841,-14.66008282,-14.65282536,,0.256178488,0.744319099,-0.193741322,-0.473097814,LIVER,PROT,MOUSE
A0A0G2JDZ4;E9QNY3,,Myl10,-19.29896545,-18.46022034,-18.38291931,-19.83787346,-19.10366058,-19.09322166,-18.66777039,-19.3968792,,0.065913164,0.925602441,-0.070388317,-0.146612577,LIVER,PROT,MOUSE
A0A0G2JE26;Q6DFX2,Anthrax toxin receptor 2,Antxr2,-18.33529663,-20.05249786,-18.43566895,-18.83223343,-19.80243111,-17.42251587,-19.41817856,-19.14330101,,0.016846704,0.979897553,-0.032682419,-0.043162287,LIVER,PROT,MOUSE
A0A0G2JE32;A0A0G2JGL0;P61079;A0A0G2JF40;Q05CK8;A0A0G2JGZ3,Ubiquitin-conjugating enzyme E2 D3,Ube2d3,-14.55929184,-15.13375187,-15.16072845,-13.83243084,-14.20257092,-15.42375469,-14.50843048,-14.74888039,,0.042291173,0.951584677,-0.049358368,-0.097541969,LIVER,PROT,MOUSE
A0A0G2JE46;A0A0G2JDP0;O35387;A0A0G2JEE6;A0A0G2JFF9;A0A0G2JFE1,HCLS1-associated protein X-1,Hax1,-16.35218239,-15.98630714,-16.06566048,-16.74378395,-14.64253807,-15.57365036,-16.25818253,-16.13855743,,0.76984383,0.345418696,0.633751392,1.251555365,LIVER,PROT,MOUSE
A0A0G2JE50;A0A0R4J0B0;Q8CDK8;A0A0G2JDH9;Q8R056;G3X9J8;G5E8G5;O54990-4;O54990-5;O54990-6;O54990-3;O54990-2;O54990,Prominin-1,Prom1,-20.77669525,-17.48545265,-17.30148506,-16.56682777,-15.78118801,-16.72368813,-22.84335327,-16.52160835,,0.011633814,0.984127309,0.065155745,0.032800203,LIVER,PROT,MOUSE
A0A0G2JE52;P62835;A0A0G2JDL9;A0A0G2JED9,Ras-related protein Rap-1A,Rap1a,-12.31319809,-12.30736542,-12.29827499,-12.48237038,-12.09281254,-12.2907238,-12.30175304,-12.53258514,,0.178249919,0.87972325,0.045833588,0.228976875,LIVER,PROT,MOUSE
A0A0G2JE72;A0A0G2JDX0;A0A0G2JDR8;Q99K99,Uncharacterized protein C4orf19 homolog,,-21.2710228,-21.61728287,-21.15889168,-20.66530609,-21.4233036,-19.74235725,-19.23675919,-19.66081238,,1.173520088,0.17714505,1.162317753,1.872577584,LIVER,PROT,MOUSE
A0A0G2JE99;P01843,Ig lambda-1 chain C region,,-18.04546738,-18.76955795,-17.15681648,-17.03636169,-17.7530899,-18.19432259,-18.71773529,-20.11305046,,0.699399146,0.34570266,-0.942498684,-1.24951348,LIVER,PROT,MOUSE
A0A0G2JEG3;Q8VE96,Solute carrier family 35 member F6,Slc35f6,-17.58206177,-17.27048111,-17.78395844,-16.06437302,-16.49548721,-15.93689823,-16.85893059,-17.12323761,,0.580033277,0.442605643,0.571580172,1.015547443,LIVER,PROT,MOUSE
A0A0G2JEH3;B2RVB9,,Tmem243,-17.88650703,-17.43121719,-17.8015728,-19.71838951,-20.85182762,-21.35056686,-18.53948784,-18.34620667,,0.842655634,0.259466528,-1.562600613,-1.518126799,LIVER,PROT,MOUSE
A0A0G2JEK2;P63254,Cysteine-rich protein 1,Crip1,-16.93445969,-16.636343,-16.55228043,-18.49187088,-17.12957573,-18.09334373,-15.7461853,-16.21051407,,0.206573799,0.754413609,0.35883379,0.454421337,LIVER,PROT,MOUSE
A0A0G2JEP4;A0A0R4J169;A0A0G2JFV5;A0A1L1SVG1;Q91WK0-2;A0A1L1SQW1;A0A1L1SSC0;A0A0G2JGZ1;A0A0G2JDR6;A0A0G2JEF6,Leucine-rich repeat flightless-interacting protein 2,Lrrfip2,-16.02215958,-15.93868256,-16.28840446,-18.75182152,-16.14995766,-16.4677887,-16.00924683,-16.26316643,,0.331506043,0.629350987,0.527727127,0.678060883,LIVER,PROT,MOUSE
A0A0G2JEQ8;A0A0G2JH16;A0A0G2JFV3;A0A0G2JDE3;A0A0G2JG66;A0A0G2JDF4;A0A0G2JFF5;A0A0G2JDK6;A0A0G2JGM8;Q8JZZ7;Q8JZZ7-2,Latrophilin-2,Lphn2,-18.27377319,-17.93322563,-18.79263687,-18.17783165,-18.44320869,-18.06421852,-19.76743889,-18.37244797,,0.38309668,0.611937023,-0.367461681,-0.708423801,LIVER,PROT,MOUSE
A0A0G2JFC7;A0A0G2JEC8;Q8C0M2;Q3U7M5;Q8VD66,Abhydrolase domain-containing protein 4,Abhd4,-19.04995155,-19.03240776,-19.55330086,-19.17644119,-18.17703629,-17.77515984,-18.55090523,-19.49177551,,0.927432179,0.278705769,0.704306126,1.447938616,LIVER,PROT,MOUSE
A0A0G2JFE0;A0A0G2JFB2;Q80VL1;A0A0G2JE08;A0A0G2JEH9;A0A0G2JFP5,Tudor and KH domain-containing protein,Tdrkh,-18.96767998,-19.49307442,-18.16606331,-17.65160751,-18.87213707,-20.86115646,-20.8117981,-19.28904343,,1.101740777,0.183858824,-1.38892746,-1.83350432,LIVER,PROT,MOUSE
A0A0G2JFE5;D3YWH7;P53368,7.8-dihydro-8-oxoguanine triphosphatase,Nudt1,-21.38357735,-21.73621941,-20.59502029,-18.89748573,-19.49212646,-18.18138313,-19.65887642,-18.5229435,,1.225947999,0.142336088,1.689243317,2.03996814,LIVER,PROT,MOUSE
A0A0G2JFE8;Q920L5,Elongation of very long chain fatty acids protein 6,Elovl6,-17.85928726,-18.09514809,-17.23186111,-16.32403755,-14.0762291,-13.86558914,-15.04251385,-15.86769485,+,2.330265602,0.015930435,2.664576769,3.760744605,LIVER,PROT,MOUSE
A0A0G2JFH9;Q3U829;A0A0G2JEH7,AP-5 complex subunit zeta-1,Ap5z1,-19.16583824,-19.58589935,-19.92599678,-19.95437241,-20.72239494,-19.42708015,-18.89938927,-18.98435974,,0.121718443,0.862309812,0.149720669,0.267627348,LIVER,PROT,MOUSE
A0A0G2JFJ6;Q7TPD0;Q7TPD0-2,Integrator complex subunit 3,Ints3,-16.18871117,-16.63713837,-16.42054367,-16.3249836,-16.48915672,-16.301548,-17.49544144,-16.38562584,,0.413896596,0.617886417,-0.275098801,-0.698180948,LIVER,PROT,MOUSE
A0A0G2JFP4;Q8K385,Ferric-chelate reductase 1,FRRS1,-19.7921257,-18.3585186,-18.28268814,-18.18043137,-20.92027855,-20.03578758,-20.35545349,-19.61992645,,1.818900601,0.057574388,-1.579420567,-2.772605871,LIVER,PROT,MOUSE
A0A0G2JFT6,,,-18.76398659,-17.16354752,-18.28538704,-21.06336975,-21.34347343,-21.72693062,-18.31469727,-17.24178505,,0.247254237,0.694880912,-0.837648869,-0.566250128,LIVER,PROT,MOUSE
A0A0G2JFT8;Q9D394-2;Q9D394-4;Q9D394;Q9D394-3,Protein RUFY3,Rufy3,-14.61638641,-15.09582138,-14.80257416,-15.27233505,-15.22583961,-15.35209274,-15.99204159,-15.29343128,,1.187691292,0.243491785,-0.519072056,-1.572508754,LIVER,PROT,MOUSE
A0A0G2JFY6;B0V3P3;B0V3P4;Q9WV76,AP complex subunit beta;AP-4 complex subunit beta-1,Ap4b1,-19.14370918,-21.92437935,-18.80779076,-18.51445961,-19.77429199,-20.82969856,-21.20428658,-20.1062851,,0.467606819,0.488418135,-0.881055832,-0.925924995,LIVER,PROT,MOUSE
A0A0G2JFZ4;E9Q7M2;F6VXN4;D3YZZ4,,Tsc22d2,-18.15353584,-17.77244568,-17.72849846,-17.60177994,-17.73498344,-18.56539536,-18.48639297,-17.85234833,,0.684884302,0.44776186,-0.345715046,-1.004440622,LIVER,PROT,MOUSE
A0A0G2JG85;E9PYF7,,Ap1ar,-19.85961342,-20.24365997,-20.31845474,-19.88745117,-20.69445801,-20.83081245,-20.02979851,-21.71648979,,1.046158079,0.239278396,-0.740594864,-1.587027572,LIVER,PROT,MOUSE
A0A0G2JGD2;P07091,Protein S100-A4,S100a4,-20.28977585,-21.18757057,-21.13108253,-21.62300873,-20.29857826,-20.2414608,-21.53624725,-18.62747192,,0.640535184,0.3818418,0.881919861,1.163143891,LIVER,PROT,MOUSE
A0A0G2JGG7;Q6S5J6-2;Q6S5J6-3;Q6S5J6,Krev interaction trapped protein 1,Krit1,-20.62290955,-21.67500687,-21.18578148,-19.92557907,-18.69140625,-18.42230797,-22.08772087,-22.96567917,,0.092759938,0.876765971,0.310540676,0.23513673,LIVER,PROT,MOUSE
A0A0G2JGK0;Q8BK75,Elongator complex protein 6,Elp6,-20.02567291,-20.50974846,-21.08823013,-20.21520424,-20.11571121,-19.19310379,-21.72453308,-20.99692345,,0.027562028,0.968130365,-0.047853947,-0.06885978,LIVER,PROT,MOUSE
A0A0G2JGP4;Q9D091;P08556;A0A0G2JE25,GTPase NRas,Nras,-17.20138168,-17.23266792,-17.32374191,-17.82487869,-17.46878052,-20.06775475,-18.20923424,-17.47741127,,0.702603698,0.345521434,-0.91012764,-1.247705776,LIVER,PROT,MOUSE
A0A0G2JGQ4;P54729,NEDD8 ultimate buster 1,Nub1,-14.8980484,-14.98738003,-14.71165276,-16.05425644,-14.78937531,-14.66683292,-15.47343636,-15.17921638,,0.145571298,0.844001357,0.135619164,0.298414235,LIVER,PROT,MOUSE
A0A0G2JH04;P63073;A0A0G2JFB4;A0A0G2JGT5;A0A0G2JG98,Eukaryotic translation initiation factor 4E,Eif4e,-13.5725832,-13.68218994,-13.4609766,-14.51368237,-13.39384079,-13.51723194,-14.33330154,-15.06417656,,0.238983037,0.739110675,-0.269779682,-0.484048926,LIVER,PROT,MOUSE
A0A0H2UKC2;Q9CZL2,Uncharacterized protein C4orf32 homolog,,-20.77488518,-21.58799934,-20.98387909,-19.22882271,-18.6656456,-18.79905128,-20.04129982,-21.0041523,,0.652113107,0.365125561,1.016359329,1.199297038,LIVER,PROT,MOUSE
A0A0J9YTR2,,,-18.2707634,-19.05462456,-18.8691082,-17.02368736,-17.61557579,-17.66912079,-18.39385033,-18.89664841,,0.107512979,0.871448523,0.160747051,0.246536352,LIVER,PROT,MOUSE
A0A0J9YTU9;Q69Z99;A0A0J9YV10;A0A0J9YTW0;A0A0J9YU29,Zinc finger protein 512,Znf512,-19.40677261,-21.53020096,-20.1136055,-17.96164322,-18.39855385,-19.28670692,-19.28547096,-18.70224571,,0.491192794,0.473610451,0.834811211,0.954236148,LIVER,PROT,MOUSE
A0A0J9YTY0;A0A0J9YUL3;Q8C1B7-3;Q8C1B7-2;Q8C1B7;A0A0J9YUV6;A0A0J9YVA6,Septin-11,11-Sep,-13.12654686,-13.0412674,-13.00615025,-13.98336983,-13.86297131,-14.26693535,-14.30296993,-13.48399639,,1.203524536,0.207778203,-0.689884663,-1.715059109,LIVER,PROT,MOUSE
A0A0J9YU61;O08785-2;O08785,Circadian locomoter output cycles protein kaput,Clock,-18.46579742,-18.67465401,-18.53442764,-18.65136719,-18.36317635,-19.38833046,-17.95938683,-18.92270851,,0.087950203,0.905336044,-0.07683897,-0.184165849,LIVER,PROT,MOUSE
A0A0J9YU92;Q8VDH1-2;Q8VDH1,F-box only protein 21,Fbxo21,-19.03614235,-18.52761459,-18.36865044,-20.47607613,-22.68024063,-20.99995041,-22.05789375,-19.59210014,,1.443783364,0.092256,-2.230425358,-2.40148198,LIVER,PROT,MOUSE
A0A0J9YUI1;P61087;A0A0J9YU07;Q3V3R8;D3Z4U3;F8WIC2;A0A0J9YUR9,Ubiquitin-conjugating enzyme E2 K,Ube2k,-15.44445515,-15.16827393,-15.32198524,-14.43059444,-14.15561485,-15.2035284,-14.55936909,-14.50076103,,0.759803861,0.37778574,0.486508846,1.171257538,LIVER,PROT,MOUSE
A0A0J9YUI8;Q91X44;A0A0J9YVA3,Glucokinase regulatory protein,Gckr,-11.52332401,-11.56177902,-11.29484272,-11.24746895,-10.73646259,-10.59831715,-11.02837944,-10.68314552,+,2.723710016,0.049822034,0.6452775,2.899850104,LIVER,PROT,MOUSE
A0A0J9YUN0;Q9D1U5,,Cutal,-20.34667969,-20.34519958,-20.59880638,-19.91381836,-20.33292389,-21.44099998,-21.96622276,-22.00387192,,1.470218907,0.115035522,-1.134878635,-2.205215558,LIVER,PROT,MOUSE
A0A0J9YUP5;F8VQG7,,N4bp2,-19.09583855,-22.44441032,-19.21237564,-18.45295906,-19.41175461,-21.46879578,-23.99069405,-22.15391541,,0.734589652,0.298117754,-1.954894066,-1.393207666,LIVER,PROT,MOUSE
A0A0J9YUT8;Q8R3C6,Probable RNA-binding protein 19,Rbm19,-19.88245392,-21.06009483,-20.77346611,-17.49590302,-18.46236038,-18.18713951,-21.69400406,-20.55402374,,0.022943679,0.971885814,0.078597546,0.061978571,LIVER,PROT,MOUSE
A0A0J9YUZ4;P63158;A0A0J9YUD8;D3YZ18;D3YVC6,High mobility group protein B1,Hmgb1,-11.56917286,-11.33161449,-11.25276756,-11.91589165,-11.77465153,-12.7483902,-11.12497425,-11.22559738,,0.198189934,0.785545238,-0.201041698,-0.401658991,LIVER,PROT,MOUSE
A0A0J9YV86;A0A0J9YUR2;Q5SXY1-3;A0A0J9YUF8;A0A0J9YTU3;Q5SXY1-2;Q5SXY1,Cytospin-B,Specc1,-21.86039543,-21.13352776,-22.89851761,-23.08386612,-21.43377113,-18.11711693,-19.1308403,-19.19979477,+,1.794364516,0.047936073,2.773695946,2.963027467,LIVER,PROT,MOUSE
A0A0J9YVE6,,,-19.40072823,-20.36112595,-19.94111252,-20.11100197,-20.74654198,-18.81851578,-18.67351341,-21.69849586,,0.013510425,0.98316287,-0.030774593,-0.035420342,LIVER,PROT,MOUSE
A0A0J9YVJ0,,,-19.79999161,-19.55067253,-21.62335396,-20.24824333,-18.2845211,-21.24954224,-19.59798431,-19.82852173,,0.312673259,0.643106964,0.565423012,0.654999363,LIVER,PROT,MOUSE
A0A0J9YVJ2;A0A0J9YUI3;Q9CQT5,Proteasome maturation protein,Pomp,-18.01460648,-18.35136986,-17.81501389,-21.08491135,-19.8238678,-22.39392471,-17.75975609,-17.64119148,,0.168303798,0.784198122,-0.588209629,-0.405101636,LIVER,PROT,MOUSE
A0A0N4SUH4;Q8BKS9,Pumilio domain-containing protein KIAA0020,Kiaa0020,-17.85958672,-18.60439873,-17.53850365,-17.47126198,-18.24988556,-16.79636955,-19.30716896,-18.17580986,,0.178290369,0.793339156,-0.263870716,-0.390017724,LIVER,PROT,MOUSE
A0A0N4SUH8;Q9QZ23;D3Z285,NFU1 iron-sulfur cluster scaffold homolog. mitochondrial,Nfu1,-14.99442673,-15.17392159,-15.03329754,-15.56444931,-15.5260458,-17.50844955,-14.89726925,-15.09579563,,0.407242563,0.564510836,-0.565366268,-0.793599982,LIVER,PROT,MOUSE
A0A0N4SUJ3,,,-17.01150703,-17.16946602,-16.74650764,-19.72137833,-19.40678215,-18.38411903,-18.28917694,-17.92333603,,0.504536958,0.461942169,-0.838638783,-0.97352679,LIVER,PROT,MOUSE
A0A0N4SUY3;A0A0N4SWF5;A0A0N4SV65;A0A1L1SQF5;A0A0N4SVR9,,,-19.5260334,-19.46396637,-20.60795975,-21.26507568,-18.00741196,-17.51940536,-18.53257179,-18.88333893,+,2.015296794,0.037989305,1.98007679,3.1438568,LIVER,PROT,MOUSE
A0A0N4SV66;C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8R1M2;Q8CGP7;Q8CGP5;Q8BFU2;Q8CGP4;Q64523;Q6GSS7;Q64522;G3UWL7,Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 1-F;Histone H2A type 3;Histone H2A;Histone H2A type 2-C;Histone H2A type 2-A,Hist1h2ah;H2afj;Hist1h2ak;Hist1h2af;Hist3h2a;Hist1h2aa;Hist2h2ac;Hist2h2aa1,-13.28596783,-11.43374062,-12.10052776,-16.5714016,-17.30612946,-21.14727783,-14.28258801,-12.53599167,,0.644575798,0.331900449,-2.97008729,-1.288380008,LIVER,PROT,MOUSE
A0A0N4SV80;E9QML5;Q61464-4;Q61464;A0A0N4SV38;A0A0N4SVI8;E9QKZ7;Q61464-7;Q61464-2;Q61464-5;Q3TZK9;A0A0N4SVM8;Q61464-3;A0A0N4SUP3,Zinc finger protein 638,Zfml;Znf638,-14.916049,-15.07919502,-15.07238388,-14.28584671,-15.24121284,-14.9982605,-15.45020485,-15.60065174,,1.102811272,0.272847105,-0.484213829,-1.471612651,LIVER,PROT,MOUSE
A0A0N4SVB8;Q9CQW2,ADP-ribosylation factor-like protein 8B,Arl8b,-16.7066555,-15.42222786,-15.88838196,-17.82137489,-18.55171394,-14.82948589,-15.90971565,-16.80967522,,0.023599308,0.972020882,-0.065487623,-0.062552756,LIVER,PROT,MOUSE
A0A0N4SVC2;E9QP00;Q6PFR5,Transformer-2 protein homolog alpha,Tra2a,-17.26092911,-17.96844673,-17.74863243,-18.73314285,-18.98945618,-16.52798653,-18.11105919,-17.88526535,,0.028476375,0.96687296,0.04934597,0.071065969,LIVER,PROT,MOUSE
A0A0N4SVL0;A2AMI2;Q80XI3;Q80XI3-3;A2AMI6,Eukaryotic translation initiation factor 4 gamma 3,Eif4g3,-15.11233997,-14.92720604,-15.14161491,-15.30360031,-14.6362133,-15.26874733,-14.32080936,-15.12612152,,0.570694979,0.530923494,0.28321743,0.852018248,LIVER,PROT,MOUSE
A0A0N4SVS7;A0A0N4SUQ5;A0A0N4SUP7;A0A0N4SVP9;Q04692,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,Smarcad1,-23.00410461,-21.9399147,-22.36182785,-21.12526512,-20.67637062,-21.86820602,-21.1522274,-22.13960838,,0.592315529,0.427373902,0.648674965,1.052536752,LIVER,PROT,MOUSE
A0A0N4SVT3;A0A0N4SW28;Q9DAS9,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,Gng12,-14.52416134,-14.58014488,-14.46189404,-13.31470776,-13.39975357,-13.52926731,-14.64061737,-13.82158947,,0.397612191,0.6024838,0.372420073,0.728129576,LIVER,PROT,MOUSE
A0A0N4SVU8;Q9DCS1;A0A0N4SVW3,Transmembrane protein 176A,Tmem176a,-19.2081852,-18.05739021,-18.18132591,-18.37159157,-17.22136879,-18.98350525,-18.7485199,-18.4665966,,0.076101471,0.908983393,0.099625587,0.174676207,LIVER,PROT,MOUSE
A0A0N4SVV4,,,-17.76560783,-17.85411263,-17.66910553,-17.07746124,-16.55602837,-16.42258263,-17.26759338,-17.76618958,,0.81353744,0.335116129,0.58847332,1.278173434,LIVER,PROT,MOUSE
A0A0N4SW50;Q91VX9,Transmembrane protein 168,Tmem168,-19.96282005,-18.49130821,-19.60034561,-19.45540428,-18.40464401,-21.93382645,-18.22353554,-22.03618622,,0.291333717,0.652187219,-0.772078514,-0.640155781,LIVER,PROT,MOUSE
