Uniprot ID,Entry name,Gene name,Protein name,SWATH_T2D,SWATH_IGT,SWATH_IFG,SWATH_NGT,ANOVA_p-value,ANOVA_q-value,Tissue,Ome,Species
P04083,ANXA1_HUMAN,ANXA1,Annexin A1,2.71E+05,2.50E+05,2.99E+05,3.39E+05,1.83E-03,1.35E-02,SKM-VL,PROT,HUMAN
P07355,ANXA2_HUMAN,ANXA2,Annexin A2,2.81E+06,2.77E+06,2.47E+06,2.96E+06,1.51E-02,6.19E-02,SKM-VL,PROT,HUMAN
P09525,ANXA4_HUMAN,ANXA4,Annexin A4,7.64E+04,1.24E+05,1.15E+05,1.07E+05,2.75E-02,9.13E-02,SKM-VL,PROT,HUMAN
P08758,ANXA5_HUMAN,ANXA5,Annexin A5,6.60E+05,7.41E+05,7.80E+05,8.98E+05,8.01E-04,7.35E-03,SKM-VL,PROT,HUMAN
P08133,ANXA6_HUMAN,ANXA6,Annexin A6,7.54E+06,8.04E+06,7.72E+06,7.82E+06,6.39E-01,7.54E-01,SKM-VL,PROT,HUMAN
P20073,ANXA7_HUMAN,ANXA7,Annexin A7,9.76E+05,1.01E+06,1.05E+06,1.07E+06,3.38E-01,5.13E-01,SKM-VL,PROT,HUMAN
Q16853,AOC3_HUMAN,AOC3,Membrane primary amine oxidase,5.97E+04,6.15E+04,6.24E+04,8.46E+04,8.26E-02,1.95E-01,SKM-VL,PROT,HUMAN
P21397,AOFA_HUMAN,MAOA,Amine oxidase [flavin-containing] A,1.35E+05,1.57E+05,1.16E+05,1.26E+05,5.95E-01,7.22E-01,SKM-VL,PROT,HUMAN
P27338,AOFB_HUMAN,MAOB,Amine oxidase [flavin-containing] B,1.32E+06,1.40E+06,1.44E+06,1.69E+06,7.66E-05,1.26E-03,SKM-VL,PROT,HUMAN
O43747,AP1G1_HUMAN,AP1G1,AP-1 complex subunit gamma-1,7.35E+04,9.27E+04,8.80E+04,1.13E+05,2.25E-02,8.08E-02,SKM-VL,PROT,HUMAN
O95782,AP2A1_HUMAN,AP2A1,AP-2 complex subunit alpha-1,1.23E+04,1.91E+04,1.26E+04,1.79E+04,2.94E-01,4.67E-01,SKM-VL,PROT,HUMAN
P63010,AP2B1_HUMAN,AP2B1,AP-2 complex subunit beta,4.58E+04,6.03E+04,4.36E+04,6.55E+04,2.51E-02,8.59E-02,SKM-VL,PROT,HUMAN
Q96CW1,AP2M1_HUMAN,AP2M1,AP-2 complex subunit mu,7.83E+04,1.03E+05,8.26E+04,9.31E+04,3.36E-01,5.11E-01,SKM-VL,PROT,HUMAN
Q9Y587,AP4S1_HUMAN,AP4S1,AP-4 complex subunit sigma-1,3.52E+03,3.82E+03,3.31E+03,4.11E+03,5.75E-01,7.05E-01,SKM-VL,PROT,HUMAN
P27695,APEX1_HUMAN,APEX1,DNA-(apurinic or apyrimidinic site) lyase,1.82E+04,3.13E+04,2.29E+04,2.05E+04,2.53E-01,4.26E-01,SKM-VL,PROT,HUMAN
Q9HDC9,APMAP_HUMAN,APMAP,Adipocyte plasma membrane-associated protein,2.47E+04,2.61E+04,2.10E+04,2.78E+04,7.91E-01,8.67E-01,SKM-VL,PROT,HUMAN
P02647,APOA1_HUMAN,APOA1,Apolipoprotein A-I,8.54E+05,9.60E+05,9.59E+05,1.11E+06,1.24E-02,5.37E-02,SKM-VL,PROT,HUMAN
P02652,APOA2_HUMAN,APOA2,Apolipoprotein A-II,4.57E+04,5.10E+04,5.71E+04,6.43E+04,2.60E-01,4.33E-01,SKM-VL,PROT,HUMAN
P04114,APOB_HUMAN,APOB,Apolipoprotein B-100,3.45E+05,4.10E+05,7.11E+05,4.64E+05,6.05E-01,7.30E-01,SKM-VL,PROT,HUMAN
P02656,APOC3_HUMAN,APOC3,Apolipoprotein C-III,7.04E+04,7.89E+04,6.92E+04,7.29E+04,9.84E-01,9.90E-01,SKM-VL,PROT,HUMAN
P05090,APOD_HUMAN,APOD,Apolipoprotein D,4.18E+04,4.16E+04,6.92E+04,5.47E+04,2.81E-01,4.55E-01,SKM-VL,PROT,HUMAN
P02749,APOH_HUMAN,APOH,Beta-2-glycoprotein 1,1.55E+05,1.49E+05,1.64E+05,1.49E+05,9.20E-01,9.50E-01,SKM-VL,PROT,HUMAN
P07741,APT_HUMAN,APRT,Adenine phosphoribosyltransferase,6.89E+03,6.64E+03,5.82E+03,7.89E+03,5.29E-01,6.68E-01,SKM-VL,PROT,HUMAN
P29972,AQP1_HUMAN,AQP1,Aquaporin-1,3.13E+04,4.33E+04,3.38E+04,4.03E+04,1.10E-01,2.37E-01,SKM-VL,PROT,HUMAN
O15143,ARC1B_HUMAN,ARPC1B,Actin-related protein 2/3 complex subunit 1B,1.29E+04,1.63E+04,1.15E+04,1.14E+04,6.02E-01,7.28E-01,SKM-VL,PROT,HUMAN
P84077,ARF1_HUMAN,ARF1,ADP-ribosylation factor 1,1.10E+05,1.46E+05,1.36E+05,1.62E+05,3.32E-05,6.87E-04,SKM-VL,PROT,HUMAN
P18085,ARF4_HUMAN,ARF4,ADP-ribosylation factor 4,1.87E+04,2.10E+04,2.07E+04,2.52E+04,4.37E-01,5.94E-01,SKM-VL,PROT,HUMAN
Q8NDY3,ARHL1_HUMAN,ADPRHL1,[Protein ADP-ribosylarginine] hydrolase-like protein 1,6.37E+05,7.47E+05,6.54E+05,6.72E+05,1.54E-01,2.98E-01,SKM-VL,PROT,HUMAN
Q9NX46,ARHL2_HUMAN,ADPRS,ADP-ribose glycohydrolase ARH3,4.72E+05,9.77E+05,4.60E+05,6.55E+05,7.78E-01,8.57E-01,SKM-VL,PROT,HUMAN
O43488,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,2.68E+05,3.21E+05,2.83E+05,3.54E+05,3.05E-02,9.75E-02,SKM-VL,PROT,HUMAN
Q9NVJ2,ARL8B_HUMAN,ARL8B,ADP-ribosylation factor-like protein 8B,6.05E+04,8.10E+04,6.55E+04,7.74E+04,2.20E-01,3.86E-01,SKM-VL,PROT,HUMAN
Q9NVT9,ARMC1_HUMAN,ARMC1,Armadillo repeat-containing protein 1,1.77E+04,2.91E+04,1.81E+04,2.12E+04,2.65E-01,4.38E-01,SKM-VL,PROT,HUMAN
Q9H993,ARMT1_HUMAN,ARMT1,Damage-control phosphatase ARMT1,7.73E+04,1.09E+05,7.65E+04,9.76E+04,1.63E-01,3.09E-01,SKM-VL,PROT,HUMAN
Q9NZ32,ARP10_HUMAN,ACTR10,Actin-related protein 10,6.45E+03,7.24E+03,8.28E+03,6.66E+03,7.13E-01,8.08E-01,SKM-VL,PROT,HUMAN
P61158,ARP3_HUMAN,ACTR3,Actin-related protein 3,6.49E+04,8.80E+04,6.97E+04,6.27E+04,4.73E-01,6.23E-01,SKM-VL,PROT,HUMAN
Q9BPX5,ARP5L_HUMAN,ARPC5L,Actin-related protein 2/3 complex subunit 5-like protein,1.50E+04,1.63E+04,1.20E+04,1.55E+04,4.29E-01,5.87E-01,SKM-VL,PROT,HUMAN
O15144,ARPC2_HUMAN,ARPC2,Actin-related protein 2/3 complex subunit 2,1.62E+04,1.63E+04,1.14E+04,1.62E+04,3.67E-01,5.34E-01,SKM-VL,PROT,HUMAN
O15145,ARPC3_HUMAN,ARPC3,Actin-related protein 2/3 complex subunit 3,1.46E+04,2.88E+04,1.46E+04,1.81E+04,3.99E-01,5.63E-01,SKM-VL,PROT,HUMAN
P59998,ARPC4_HUMAN,ARPC4,Actin-related protein 2/3 complex subunit 4,1.33E+05,2.20E+05,1.74E+05,2.36E+05,1.73E-03,1.29E-02,SKM-VL,PROT,HUMAN
Q8WXI3,ASB10_HUMAN,ASB10,Ankyrin repeat and SOCS box protein 10,3.69E+03,3.01E+03,3.75E+03,3.70E+03,8.23E-01,8.86E-01,SKM-VL,PROT,HUMAN
Q9Y574,ASB4_HUMAN,ASB4,Ankyrin repeat and SOCS box protein 4,8.31E+04,7.90E+04,6.10E+04,9.20E+04,4.45E-01,5.99E-01,SKM-VL,PROT,HUMAN
O43681,ASNA_HUMAN,GET3,ATPase GET3,4.11E+04,4.45E+04,4.23E+04,4.17E+04,9.88E-01,9.93E-01,SKM-VL,PROT,HUMAN
Q9BZE9,ASPC1_HUMAN,ASPSCR1,Tether containing UBX domain for GLUT4,1.10E+05,1.03E+05,5.81E+04,6.65E+04,1.14E-01,2.45E-01,SKM-VL,PROT,HUMAN
Q12797,ASPH_HUMAN,ASPH,Aspartyl/asparaginyl beta-hydroxylase,9.34E+04,1.07E+05,1.12E+05,9.49E+04,6.34E-01,7.52E-01,SKM-VL,PROT,HUMAN
Q8IZT6,ASPM_HUMAN,ASPM,Abnormal spindle-like microcephaly-associated protein,3.73E+04,4.90E+04,5.37E+04,6.25E+04,3.71E-02,1.13E-01,SKM-VL,PROT,HUMAN
Q9BXN1,ASPN_HUMAN,ASPN,Asporin,4.49E+05,4.11E+05,4.61E+05,5.21E+05,1.93E-01,3.50E-01,SKM-VL,PROT,HUMAN
P00966,ASSY_HUMAN,ASS1,Argininosuccinate synthase,5.88E+04,6.83E+04,5.46E+04,6.08E+04,7.95E-01,8.68E-01,SKM-VL,PROT,HUMAN
P05023,AT1A1_HUMAN,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,1.19E+05,1.19E+05,1.21E+05,1.21E+05,9.98E-01,9.99E-01,SKM-VL,PROT,HUMAN
P50993,AT1A2_HUMAN,ATP1A2,Sodium/potassium-transporting ATPase subunit alpha-2,1.20E+06,1.32E+06,1.31E+06,1.46E+06,2.28E-04,2.94E-03,SKM-VL,PROT,HUMAN
P05026,AT1B1_HUMAN,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,2.39E+05,3.14E+05,3.30E+05,3.42E+05,9.71E-05,1.52E-03,SKM-VL,PROT,HUMAN
Q9UN42,AT1B4_HUMAN,ATP1B4,Protein ATP1B4,2.69E+04,2.17E+04,2.73E+04,3.09E+04,3.94E-01,5.60E-01,SKM-VL,PROT,HUMAN
O14983,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,4.59E+07,4.91E+07,4.40E+07,3.84E+07,3.71E-03,2.36E-02,SKM-VL,PROT,HUMAN
P16615,AT2A2_HUMAN,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,1.03E+07,1.02E+07,1.01E+07,1.13E+07,2.78E-01,4.52E-01,SKM-VL,PROT,HUMAN
Q01814,AT2B2_HUMAN,ATP2B2,Plasma membrane calcium-transporting ATPase 2,1.13E+05,1.89E+05,1.48E+05,1.70E+05,4.44E-01,5.98E-01,SKM-VL,PROT,HUMAN
P24539,AT5F1_HUMAN,ATP5PB,"ATP synthase F(0) complex subunit B1, mitochondrial",2.23E+06,2.21E+06,2.22E+06,2.70E+06,5.03E-04,5.28E-03,SKM-VL,PROT,HUMAN
Q8NBU5,ATAD1_HUMAN,ATAD1,ATPase family AAA domain-containing protein 1,8.03E+04,9.53E+04,7.63E+04,1.07E+05,8.27E-02,1.95E-01,SKM-VL,PROT,HUMAN
Q9NVI7,ATD3A_HUMAN,ATAD3A,ATPase family AAA domain-containing protein 3A,6.48E+05,8.41E+05,1.12E+06,1.01E+06,5.31E-03,3.05E-02,SKM-VL,PROT,HUMAN
Q8NHH9,ATLA2_HUMAN,ATL2,Atlastin-2,5.08E+04,5.21E+04,5.05E+04,4.97E+04,9.97E-01,9.99E-01,SKM-VL,PROT,HUMAN
P56381,ATP5E_HUMAN,ATP5F1E,"ATP synthase subunit epsilon, mitochondrial",1.96E+05,2.45E+05,2.34E+05,3.10E+05,1.35E-07,1.03E-05,SKM-VL,PROT,HUMAN
O75947,ATP5H_HUMAN,ATP5PD,"ATP synthase subunit d, mitochondrial",2.40E+06,2.38E+06,2.46E+06,2.85E+06,2.44E-04,3.04E-03,SKM-VL,PROT,HUMAN
P56385,ATP5I_HUMAN,ATP5ME,"ATP synthase subunit e, mitochondrial",6.49E+05,6.01E+05,6.88E+05,8.59E+05,1.24E-05,3.02E-04,SKM-VL,PROT,HUMAN
P18859,ATP5J_HUMAN,ATP5PF,"ATP synthase-coupling factor 6, mitochondrial",1.20E+06,1.24E+06,1.32E+06,1.57E+06,1.53E-07,1.04E-05,SKM-VL,PROT,HUMAN
O75964,ATP5L_HUMAN,ATP5MG,"ATP synthase subunit g, mitochondrial",8.40E+05,8.47E+05,9.10E+05,1.17E+06,1.52E-06,6.44E-05,SKM-VL,PROT,HUMAN
Q99766,ATP5S_HUMAN,DMAC2L,"ATP synthase subunit s, mitochondrial",3.69E+04,3.93E+04,3.67E+04,5.52E+04,5.70E-03,3.19E-02,SKM-VL,PROT,HUMAN
P00846,ATP6_HUMAN,MT-ATP6,ATP synthase subunit a,2.17E+05,4.27E+05,4.62E+05,9.52E+05,1.94E-07,1.27E-05,SKM-VL,PROT,HUMAN
P03928,ATP8_HUMAN,MT-ATP8,ATP synthase protein 8,9.93E+04,5.04E+04,8.64E+04,1.15E+05,2.34E-02,8.25E-02,SKM-VL,PROT,HUMAN
P25705,ATPA_HUMAN,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",2.18E+07,1.93E+07,2.14E+07,2.50E+07,2.24E-04,2.92E-03,SKM-VL,PROT,HUMAN
P06576,ATPB_HUMAN,ATP5F1B,"ATP synthase subunit beta, mitochondrial",3.41E+07,3.10E+07,3.41E+07,3.95E+07,5.02E-04,5.28E-03,SKM-VL,PROT,HUMAN
P30049,ATPD_HUMAN,ATP5F1D,"ATP synthase subunit delta, mitochondrial",5.55E+05,5.37E+05,5.41E+05,5.62E+05,9.71E-01,9.81E-01,SKM-VL,PROT,HUMAN
Q5TC12,ATPF1_HUMAN,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,5.13E+04,3.21E+04,3.70E+04,4.48E+04,5.76E-02,1.52E-01,SKM-VL,PROT,HUMAN
Q8N5M1,ATPF2_HUMAN,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,8.65E+04,1.05E+05,1.07E+05,1.75E+05,1.32E-03,1.03E-02,SKM-VL,PROT,HUMAN
P36542,ATPG_HUMAN,ATP5F1C,"ATP synthase subunit gamma, mitochondrial",1.59E+06,1.51E+06,1.42E+06,1.67E+06,1.25E-01,2.60E-01,SKM-VL,PROT,HUMAN
P56134,ATPK_HUMAN,ATP5MF,"ATP synthase subunit f, mitochondrial",1.59E+04,1.49E+04,2.63E+04,2.69E+04,2.85E-01,4.59E-01,SKM-VL,PROT,HUMAN
P48047,ATPO_HUMAN,ATP5PO,"ATP synthase subunit O, mitochondrial",3.04E+06,2.81E+06,2.91E+06,3.58E+06,2.07E-03,1.46E-02,SKM-VL,PROT,HUMAN
Q9BXK5,B2L13_HUMAN,BCL2L13,Bcl-2-like protein 13,3.77E+05,5.29E+05,4.05E+05,4.91E+05,2.34E-05,4.98E-04,SKM-VL,PROT,HUMAN
P61769,B2MG_HUMAN,B2M,Beta-2-microglobulin,1.94E+04,1.81E+04,2.07E+04,1.81E+04,9.54E-01,9.70E-01,SKM-VL,PROT,HUMAN
P02730,B3AT_HUMAN,SLC4A1,Band 3 anion transport protein,2.31E+06,1.92E+06,1.87E+06,2.30E+06,3.33E-01,5.08E-01,SKM-VL,PROT,HUMAN
O75531,BAF_HUMAN,BANF1,Barrier-to-autointegration factor,6.91E+05,8.31E+05,7.07E+05,7.88E+05,9.09E-02,2.08E-01,SKM-VL,PROT,HUMAN
O95816,BAG2_HUMAN,BAG2,BAG family molecular chaperone regulator 2,5.92E+04,6.37E+04,6.31E+04,6.91E+04,5.10E-01,6.53E-01,SKM-VL,PROT,HUMAN
O95817,BAG3_HUMAN,BAG3,BAG family molecular chaperone regulator 3,1.41E+06,1.64E+06,1.36E+06,1.59E+06,1.86E-02,7.16E-02,SKM-VL,PROT,HUMAN
Q9UHQ4,BAP29_HUMAN,BCAP29,B-cell receptor-associated protein 29,1.62E+04,2.22E+04,1.67E+04,1.84E+04,8.52E-01,9.04E-01,SKM-VL,PROT,HUMAN
P35613,BASI_HUMAN,BSG,Basigin,2.74E+05,2.14E+05,2.77E+05,2.72E+05,3.43E-01,5.17E-01,SKM-VL,PROT,HUMAN
Q07812,BAX_HUMAN,BAX,Apoptosis regulator BAX,1.67E+04,3.08E+04,2.09E+04,2.65E+04,1.05E-01,2.30E-01,SKM-VL,PROT,HUMAN
P50895,BCAM_HUMAN,BCAM,Basal cell adhesion molecule,2.33E+04,2.62E+04,1.88E+04,1.94E+04,6.52E-01,7.62E-01,SKM-VL,PROT,HUMAN
O15382,BCAT2_HUMAN,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",3.33E+05,3.65E+05,3.89E+05,4.06E+05,1.01E-01,2.25E-01,SKM-VL,PROT,HUMAN
Q9BYV7,BCDO2_HUMAN,BCO2,"Beta,beta-carotene 9',10'-oxygenase",7.42E+04,9.27E+04,8.57E+04,1.23E+05,2.25E-03,1.57E-02,SKM-VL,PROT,HUMAN
P10415,BCL2_HUMAN,BCL2,Apoptosis regulator Bcl-2,2.85E+04,3.55E+04,1.91E+04,2.57E+04,4.07E-01,5.70E-01,SKM-VL,PROT,HUMAN
Q9Y276,BCS1_HUMAN,BCS1L,Mitochondrial chaperone BCS1,3.62E+04,3.40E+04,4.50E+04,3.33E+04,5.80E-01,7.09E-01,SKM-VL,PROT,HUMAN
Q02338,BDH_HUMAN,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",1.48E+05,1.51E+05,1.72E+05,2.38E+05,1.69E-06,6.73E-05,SKM-VL,PROT,HUMAN
Q15582,BGH3_HUMAN,TGFBI,Transforming growth factor-beta-induced protein ig-h3,1.19E+05,1.19E+05,9.26E+04,1.30E+05,4.75E-02,1.34E-01,SKM-VL,PROT,HUMAN
P53004,BIEA_HUMAN,BLVRA,Biliverdin reductase A,7.92E+04,1.00E+05,9.09E+04,1.10E+05,6.36E-04,6.31E-03,SKM-VL,PROT,HUMAN
O00499,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1,3.16E+06,3.57E+06,3.53E+06,3.50E+06,2.31E-01,4.00E-01,SKM-VL,PROT,HUMAN
P11021,BIP_HUMAN,HSPA5,Endoplasmic reticulum chaperone BiP,1.39E+06,1.86E+06,1.64E+06,1.75E+06,1.10E-03,9.30E-03,SKM-VL,PROT,HUMAN
Q13867,BLMH_HUMAN,BLMH,Bleomycin hydrolase,1.11E+05,1.46E+05,1.13E+05,1.18E+05,5.56E-01,6.89E-01,SKM-VL,PROT,HUMAN
P30043,BLVRB_HUMAN,BLVRB,Flavin reductase (NADPH),7.42E+05,8.22E+05,8.08E+05,8.98E+05,9.83E-03,4.60E-02,SKM-VL,PROT,HUMAN
Q12983,BNIP3_HUMAN,BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,5.37E+04,8.27E+04,6.07E+04,7.17E+04,2.51E-02,8.59E-02,SKM-VL,PROT,HUMAN
Q53S33,BOLA3_HUMAN,BOLA3,BolA-like protein 3,1.52E+04,1.33E+04,1.29E+04,1.30E+04,9.55E-01,9.70E-01,SKM-VL,PROT,HUMAN
Q86WA6,BPHL_HUMAN,BPHL,Valacyclovir hydrolase,2.79E+04,2.64E+04,2.75E+04,3.09E+04,8.09E-01,8.77E-01,SKM-VL,PROT,HUMAN
Q5VW32,BROX_HUMAN,BROX,BRO1 domain-containing protein BROX,4.07E+04,4.10E+04,3.99E+04,4.53E+04,8.50E-01,9.03E-01,SKM-VL,PROT,HUMAN
Q10589,BST2_HUMAN,BST2,Bone marrow stromal antigen 2,3.81E+04,4.78E+04,2.37E+04,3.81E+04,1.06E-01,2.31E-01,SKM-VL,PROT,HUMAN
P20290,BTF3_HUMAN,BTF3,Transcription factor BTF3,5.81E+04,6.57E+04,5.34E+04,7.17E+04,4.98E-01,6.43E-01,SKM-VL,PROT,HUMAN
Q9Y6E2,BZW2_HUMAN,BZW2,Basic leucine zipper and W2 domain-containing protein 2,3.23E+05,4.39E+05,4.14E+05,4.77E+05,5.26E-05,9.87E-04,SKM-VL,PROT,HUMAN
Q07021,C1QBP_HUMAN,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",3.97E+05,4.47E+05,4.66E+05,5.46E+05,1.05E-05,2.82E-04,SKM-VL,PROT,HUMAN
P02747,C1QC_HUMAN,C1QC,Complement C1q subcomponent subunit C,1.86E+04,1.52E+04,1.67E+04,2.28E+04,6.65E-02,1.70E-01,SKM-VL,PROT,HUMAN
P11586,C1TC_HUMAN,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",8.93E+05,1.10E+06,9.87E+05,1.14E+06,3.88E-03,2.44E-02,SKM-VL,PROT,HUMAN
P04003,C4BPA_HUMAN,C4BPA,C4b-binding protein alpha chain,6.84E+04,1.28E+05,9.00E+04,9.33E+04,7.12E-03,3.72E-02,SKM-VL,PROT,HUMAN
Q99643,C560_HUMAN,SDHC,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",2.98E+05,3.34E+05,3.45E+05,4.09E+05,1.26E-03,1.00E-02,SKM-VL,PROT,HUMAN
Q9NWV4,CA123_HUMAN,CZIB,CXXC motif containing zinc binding protein,1.23E+05,1.38E+05,1.22E+05,1.28E+05,9.23E-01,9.52E-01,SKM-VL,PROT,HUMAN
P54289,CA2D1_HUMAN,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1,1.74E+06,2.28E+06,1.88E+06,2.02E+06,1.85E-03,1.35E-02,SKM-VL,PROT,HUMAN
Q9Y376,CAB39_HUMAN,CAB39,Calcium-binding protein 39,3.87E+05,4.25E+05,4.05E+05,4.36E+05,4.00E-01,5.63E-01,SKM-VL,PROT,HUMAN
Q13698,CAC1S_HUMAN,CACNA1S,Voltage-dependent L-type calcium channel subunit alpha-1S,6.94E+05,9.38E+05,7.63E+05,8.20E+05,2.28E-02,8.13E-02,SKM-VL,PROT,HUMAN
Q02641,CACB1_HUMAN,CACNB1,Voltage-dependent L-type calcium channel subunit beta-1,2.93E+05,3.18E+05,3.03E+05,3.14E+05,5.63E-01,6.95E-01,SKM-VL,PROT,HUMAN
P43155,CACP_HUMAN,CRAT,Carnitine O-acetyltransferase,2.20E+06,2.49E+06,2.25E+06,2.59E+06,1.43E-02,6.00E-02,SKM-VL,PROT,HUMAN
P55290,CAD13_HUMAN,CDH13,Cadherin-13,3.49E+05,4.13E+05,3.38E+05,3.62E+05,3.45E-01,5.19E-01,SKM-VL,PROT,HUMAN
Q5T440,CAF17_HUMAN,IBA57,"Putative transferase CAF17, mitochondrial",1.28E+05,1.38E+05,1.38E+05,1.64E+05,4.00E-02,1.20E-01,SKM-VL,PROT,HUMAN
P00915,CAH1_HUMAN,CA1,Carbonic anhydrase 1,1.10E+06,1.12E+06,1.12E+06,1.37E+06,2.76E-01,4.50E-01,SKM-VL,PROT,HUMAN
P00918,CAH2_HUMAN,CA2,Carbonic anhydrase 2,5.96E+05,1.33E+06,8.09E+05,1.11E+06,2.49E-03,1.69E-02,SKM-VL,PROT,HUMAN
P07451,CAH3_HUMAN,CA3,Carbonic anhydrase 3,6.12E+07,6.59E+07,5.28E+07,5.10E+07,7.73E-04,7.21E-03,SKM-VL,PROT,HUMAN
Q05682,CALD1_HUMAN,CALD1,Caldesmon,1.13E+05,1.20E+05,1.47E+05,1.20E+05,5.03E-01,6.48E-01,SKM-VL,PROT,HUMAN
P0DP25,CALM3_HUMAN,CALM3,Calmodulin-3,9.19E+05,9.37E+05,8.01E+05,8.65E+05,2.33E-02,8.25E-02,SKM-VL,PROT,HUMAN
P27797,CALR_HUMAN,CALR,Calreticulin,3.45E+05,4.06E+05,3.69E+05,4.04E+05,1.08E-01,2.35E-01,SKM-VL,PROT,HUMAN
O43852,CALU_HUMAN,CALU,Calumenin,6.61E+04,9.90E+04,1.02E+05,9.44E+04,1.28E-01,2.66E-01,SKM-VL,PROT,HUMAN
P27824,CALX_HUMAN,CANX,Calnexin,6.67E+05,5.66E+05,5.37E+05,6.65E+05,1.35E-01,2.75E-01,SKM-VL,PROT,HUMAN
P07384,CAN1_HUMAN,CAPN1,Calpain-1 catalytic subunit,8.44E+05,9.48E+05,9.14E+05,1.02E+06,7.10E-03,3.72E-02,SKM-VL,PROT,HUMAN
P17655,CAN2_HUMAN,CAPN2,Calpain-2 catalytic subunit,3.39E+05,4.70E+05,4.21E+05,4.55E+05,3.17E-03,2.06E-02,SKM-VL,PROT,HUMAN
P20807,CAN3_HUMAN,CAPN3,Calpain-3,1.53E+06,1.70E+06,1.71E+06,1.82E+06,6.15E-02,1.60E-01,SKM-VL,PROT,HUMAN
Q9Y6W3,CAN7_HUMAN,CAPN7,Calpain-7,6.49E+04,5.96E+04,7.57E+04,7.01E+04,8.39E-01,8.95E-01,SKM-VL,PROT,HUMAN
P63098,CANB1_HUMAN,PPP3R1,Calcineurin subunit B type 1,1.49E+04,2.19E+04,1.69E+04,1.70E+04,4.21E-01,5.81E-01,SKM-VL,PROT,HUMAN
Q86VP6,CAND1_HUMAN,CAND1,Cullin-associated NEDD8-dissociated protein 1,5.84E+04,6.36E+04,6.97E+04,6.32E+04,5.40E-01,6.77E-01,SKM-VL,PROT,HUMAN
O75155,CAND2_HUMAN,CAND2,Cullin-associated NEDD8-dissociated protein 2,8.56E+05,9.65E+05,9.05E+05,1.01E+06,3.38E-02,1.05E-01,SKM-VL,PROT,HUMAN
Q01518,CAP1_HUMAN,CAP1,Adenylyl cyclase-associated protein 1,4.54E+04,5.10E+04,5.34E+04,5.29E+04,7.13E-01,8.08E-01,SKM-VL,PROT,HUMAN
P40123,CAP2_HUMAN,CAP2,Adenylyl cyclase-associated protein 2,8.48E+05,1.03E+06,9.53E+05,1.08E+06,1.43E-03,1.11E-02,SKM-VL,PROT,HUMAN
P40121,CAPG_HUMAN,CAPG,Macrophage-capping protein,2.52E+04,3.79E+04,3.85E+04,3.29E+04,2.43E-01,4.14E-01,SKM-VL,PROT,HUMAN
P47756,CAPZB_HUMAN,CAPZB,F-actin-capping protein subunit beta,1.61E+06,1.74E+06,1.68E+06,1.75E+06,9.46E-02,2.14E-01,SKM-VL,PROT,HUMAN
Q96LW7,CAR19_HUMAN,CARD19,Caspase recruitment domain-containing protein 19,3.77E+04,4.75E+04,4.71E+04,6.19E+04,1.27E-04,1.92E-03,SKM-VL,PROT,HUMAN
Q86X55,CARM1_HUMAN,CARM1,Histone-arginine methyltransferase CARM1,2.38E+05,1.79E+05,1.83E+05,1.75E+05,1.95E-01,3.52E-01,SKM-VL,PROT,HUMAN
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,2.47E+07,2.41E+07,2.27E+07,2.15E+07,1.37E-02,5.79E-02,SKM-VL,PROT,HUMAN
O14958,CASQ2_HUMAN,CASQ2,Calsequestrin-2,2.42E+06,2.62E+06,2.69E+06,3.02E+06,1.92E-02,7.35E-02,SKM-VL,PROT,HUMAN
P04040,CATA_HUMAN,CAT,Catalase,5.60E+05,7.59E+05,6.18E+05,6.91E+05,3.42E-02,1.06E-01,SKM-VL,PROT,HUMAN
P07858,CATB_HUMAN,CTSB,Cathepsin B,1.07E+05,1.17E+05,1.00E+05,1.31E+05,2.14E-01,3.80E-01,SKM-VL,PROT,HUMAN
P07339,CATD_HUMAN,CTSD,Cathepsin D,9.43E+05,1.04E+06,1.02E+06,1.16E+06,8.55E-03,4.21E-02,SKM-VL,PROT,HUMAN
P08311,CATG_HUMAN,CTSG,Cathepsin G,9.72E+04,7.54E+04,9.47E+04,1.07E+05,1.55E-01,3.00E-01,SKM-VL,PROT,HUMAN
Q03135,CAV1_HUMAN,CAV1,Caveolin-1,1.34E+05,9.62E+04,1.23E+05,1.47E+05,2.68E-02,8.98E-02,SKM-VL,PROT,HUMAN
